Code,Name
005930,삼성전자
000660,SK하이닉스
005935,삼성전자우
402340,SK스퀘어
009150,삼성전기
005380,현대차
373220,LG에너지솔루션
207940,삼성바이오로직스
105560,KB금융
032830,삼성생명
028260,삼성물산
055550,신한지주
000270,기아
329180,HD현대중공업
012450,한화에어로스페이스
034020,두산에너빌리티
068270,셀트리온
012330,현대모비스
034730,SK
086790,하나금융지주
035420,NAVER
006400,삼성SDI
000810,삼성화재
010120,LS ELECTRIC
066570,LG전자
267260,HD현대일렉트릭
009540,HD한국조선해양
042660,한화오션
005490,POSCO홀딩스
316140,우리금융지주
298040,효성중공업
015760,한국전력
010130,고려아연
138040,메리츠금융지주
096770,SK이노베이션
011200,HMM
033780,KT&G
006800,미래에셋증권
010140,삼성중공업
017670,SK텔레콤
042700,한미반도체
051910,LG화학
000150,두산
024110,기업은행
196170,알테오젠
035720,카카오
018260,삼성에스디에스
267250,HD현대
079550,LIG디펜스앤에어로스페이스
010950,S-Oil
086280,현대글로비스
003550,LG
047810,한국항공우주
030200,KT
064350,현대로템
278470,에이피알
011070,LG이노텍
003670,포스코퓨처엠
272210,한화시스템
259960,크래프톤
071050,한국금융지주
000720,현대건설
005830,DB손해보험
323410,카카오뱅크
005940,NH투자증권
247540,에코프로비엠
086520,에코프로
307950,현대오토에버
003490,대한항공
0126Z0,삼성에피스홀딩스
003230,삼양식품
047050,포스코인터내셔널
028050,삼성E&A
443060,HD현대마린솔루션
006260,LS
016360,삼성증권
161390,한국타이어앤테크놀로지
352820,하이브
078930,GS
277810,레인보우로보틱스
180640,한진칼
039490,키움증권
090430,아모레퍼시픽
021240,코웨이
005387,현대차2우B
326030,SK바이오팜
032640,LG유플러스
000880,한화
064400,LG씨엔에스
036930,주성엔지니어링
267270,HD건설기계
241560,두산밥캣
377300,카카오페이
000100,유한양행
047040,대우건설
029780,삼성카드
138930,BNK금융지주
007660,이수페타시스
271560,오리온
175330,JB금융지주
001440,대한전선
036570,NC
128940,한미약품
088980,맥쿼리인프라
058470,리노공업
000500,가온전선
353200,대덕전자
034220,LG디스플레이
062040,산일전기
004170,신세계
240810,원익IPS
005385,현대차우
009830,한화솔루션
028300,HLB
454910,두산로보틱스
214450,파마리서치
298380,에이비엘바이오
111770,영원무역
051900,LG생활건강
088350,한화생명
000990,DB하이텍
001040,CJ
319660,피에스케이
082740,한화엔진
011790,SKC
023530,롯데쇼핑
010060,OCI홀딩스
018880,한온시스템
004020,현대제철
052690,한전기술
141080,리가켐바이오
087010,펩트론
039030,이오테크닉스
001450,현대해상
000250,삼천당제약
002380,KCC
483650,달바글로벌
036460,한국가스공사
035250,강원랜드
251270,넷마블
145020,휴젤
214370,케어젠
383220,F&F
066970,엘앤에프
031210,서울보증보험
011780,금호석유화학
222800,심텍
440110,파두
097950,CJ제일제당
214150,클래시스
069960,현대백화점
012750,에스원
022100,포스코DX
028670,팬오션
403870,HPSP
017800,현대엘리베이터
139130,iM금융지주
302440,SK바이오사이언스
108490,로보티즈
103590,일진전기
009970,영원무역홀딩스
026960,동서
095340,ISC
347850,디앤디파마텍
011170,롯데케미칼
003690,코리안리
005850,에스엘
257720,실리콘투
000240,한국앤컴퍼니
095610,테스
009420,한올바이오파마
279570,케이뱅크
081660,미스토홀딩스
161890,한국콜마
004800,효성
319400,현대무벡스
008930,한미사이언스
084370,유진테크
004370,농심
004990,롯데지주
226950,올릭스
450080,에코프로머티
375500,DL이앤씨
001720,신영증권
014680,한솔케미칼
139480,이마트
006360,GS건설
030000,제일기획
310210,보로노이
005440,현대지에프홀딩스
080220,제주반도체
007340,DN오토모티브
282330,BGF리테일
018670,SK가스
178320,서진시스템
263750,펄어비스
192820,코스맥스
237690,에스티팜
007070,GS리테일
031980,피에스케이홀딩스
085620,미래에셋생명
067310,하나마이크론
051600,한전KPS
131290,티에스이
357780,솔브레인
204320,HL만도
489790,한화비전
005290,동진쎄미켐
064760,티씨케이
071970,HD현대마린엔진
002790,아모레퍼시픽홀딩스
008770,호텔신라
140860,파크시스템스
068760,셀트리온제약
462870,시프트업
439260,대한조선
140410,메지온
073240,금호타이어
395400,SK리츠
103140,풍산
000120,CJ대한통운
475150,SK이터닉스
089970,브이엠
098460,고영
041510,에스엠
035900,JYP Ent.
112610,씨에스윈드
457190,이수스페셜티케미컬
032820,우리기술
006040,동원산업
336260,두산퓨얼셀
001800,오리온홀딩스
023590,다우기술
058610,에스피지
120110,코오롱인더
007390,네이처셀
000155,두산우
069620,대웅제약
011210,현대위아
00680K,미래에셋증권2우B
089030,테크윙
060370,LS마린솔루션
001120,LX인터내셔널
290650,엘앤씨바이오
020560,아시아나항공
089860,롯데렌탈
006280,녹십자
001740,SK네트웍스
020150,롯데에너지머티리얼즈
096530,씨젠
298020,효성티앤씨
082920,비츠로셀
294870,IPARK현대산업개발
010170,대한광통신
097230,HJ중공업
415640,KB발해인프라
281820,케이씨텍
0009K0,에임드바이오
131970,두산테스나
192080,더블유게임즈
420770,기가비스
007310,오뚜기
322000,HD현대에너지솔루션
082640,동양생명
950160,코오롱티슈진
083650,비에이치아이
001430,세아베스틸지주
229640,LS에코에너지
012630,HDC
181710,NHN
003540,대신증권
039200,오스코텍
000815,삼성화재우
030530,원익홀딩스
004000,롯데정밀화학
007810,코리아써키트
009155,삼성전기우
127120,제이에스링크
183300,코미코
361610,SK아이이테크놀로지
195940,HK이노엔
043260,성호전자
000080,하이트진로
006340,대원전선
218410,RFHIC
078600,대주전자재료
330590,롯데리츠
003570,SNT다이내믹스
017960,한국카본
005070,코스모신소재
496320,본시스템즈
003380,하림지주
030610,교보증권
300720,한일시멘트
437730,삼현
003090,대웅
066575,LG전자우
458870,씨어스
166090,하나머티리얼즈
475830,오름테라퓨틱
003240,태광산업
000210,DL
185750,종근당
280360,롯데웰푸드
005300,롯데칠성
192400,쿠쿠홀딩스
034230,파라다이스
032350,롯데관광개발
009240,한샘
451800,한화리츠
323280,태성
